data,subsistema,energia_armazenada_maxima,energia_armazenada_verificada,proporcao_energia_armazenada_verificada
2000-01-01,Sul,13976,7094,50.75999832
2000-01-02,Sul,13976,7084,50.68999863
2000-01-03,Sul,13976,7016,50.20000076
2000-01-04,Sul,13976,6980,49.93999863
2000-01-05,Sul,13976,6946,49.70000076
2000-01-06,Sul,13976,6914,49.47000122
2000-01-07,Sul,13976,6868,49.13999939
2000-01-08,Sul,13976,6832,48.88999939
2000-01-09,Sul,13976,6813,48.75
2000-01-10,Sul,13976,6773,48.45999908
2000-01-11,Sul,13976,6756,48.34000015
2000-01-12,Sul,13976,6765,48.40999985
2000-01-13,Sul,13976,6745,48.25999832
2000-01-14,Sul,13976,6738,48.20999908
2000-01-15,Sul,13976,6762,48.38000107
2000-01-16,Sul,13976,6815,48.75999832
2000-01-17,Sul,13976,6798,48.63999939
2000-01-18,Sul,13976,6750,48.29999924
2000-01-19,Sul,13976,6706,47.97999954
2000-01-20,Sul,13976,6681,47.81000137
2000-01-21,Sul,13976,6631,47.45000076
2000-01-22,Sul,13976,6591,47.15999985
2000-01-23,Sul,13976,6597,47.20000076
2000-01-24,Sul,13976,6586,47.13000107
2000-01-25,Sul,13976,6575,47.04999924
2000-01-26,Sul,13976,6551,46.86999893
2000-01-27,Sul,13976,6517,46.63000107
2000-01-28,Sul,13976,6476,46.34000015
2000-01-29,Sul,13976,6465,46.25999832
2000-01-30,Sul,13976,6468,46.27999878
2000-01-31,Sul,13976,6471,46.29999924
2000-02-01,Sul,13976,6462,46.24000168
2000-02-02,Sul,13976,6439,46.06999969
2000-02-03,Sul,13976,6401,45.79999924
2000-02-04,Sul,13976,6344,45.38999939
2000-02-05,Sul,13976,6331,45.29999924
2000-02-06,Sul,13976,6353,45.45999908
2000-02-07,Sul,13976,6295,45.04000092
2000-02-08,Sul,13976,6220,44.50999832
2000-02-09,Sul,13976,6127,43.84000015
2000-02-10,Sul,13976,6060,43.36000061
2000-02-11,Sul,13976,5952,42.59000015
2000-02-12,Sul,13976,5892,42.15999985
2000-02-13,Sul,13976,5866,41.97000122
2000-02-14,Sul,13976,5786,41.40000153
2000-02-15,Sul,13976,5769,41.27999878
2000-02-16,Sul,13976,5792,41.43999863
2000-02-17,Sul,13976,5831,41.72000122
2000-02-18,Sul,13976,5859,41.91999817
2000-02-19,Sul,13976,5958,42.63000107
2000-02-20,Sul,13976,6046,43.25999832
2000-02-21,Sul,13976,6095,43.61000061
2000-02-22,Sul,13976,6131,43.86999893
2000-02-23,Sul,13976,6195,44.33000183
2000-02-24,Sul,13976,6227,44.56000137
2000-02-25,Sul,13976,6248,44.70999908
2000-02-26,Sul,13976,6310,45.15000153
2000-02-27,Sul,13976,6439,46.06999969
2000-02-28,Sul,13976,6487,46.41999817
2000-02-29,Sul,13976,6539,46.79000092
2000-03-01,Sul,13976,6661,47.65999985
2000-03-02,Sul,13976,6785,48.54999924
2000-03-03,Sul,13976,6899,49.36000061
2000-03-04,Sul,13976,7033,50.31999969
2000-03-05,Sul,13976,7164,51.25999832
2000-03-06,Sul,13976,7289,52.15999985
2000-03-07,Sul,13976,7445,53.27000046
2000-03-08,Sul,13976,7531,53.88999939
2000-03-09,Sul,13976,7591,54.31999969
2000-03-10,Sul,13976,7661,54.81999969
2000-03-11,Sul,13976,7731,55.31999969
2000-03-12,Sul,13976,7803,55.83000183
2000-03-13,Sul,13976,7841,56.11000061
2000-03-14,Sul,13976,7832,56.04000092
2000-03-15,Sul,13976,7850,56.16999817
2000-03-16,Sul,13976,7830,56.02999878
2000-03-17,Sul,13976,7790,55.74000168
2000-03-18,Sul,13976,7773,55.61999893
2000-03-19,Sul,13976,7799,55.79999924
2000-03-20,Sul,13976,7762,55.54000092
2000-03-21,Sul,13976,7710,55.16999817
2000-03-22,Sul,13976,7663,54.83000183
2000-03-23,Sul,13976,7596,54.34999847
2000-03-24,Sul,13976,7554,54.04999924
2000-03-25,Sul,13976,7537,53.93000031
2000-03-26,Sul,13976,7550,54.02000046
2000-03-27,Sul,13976,7525,53.84000015
2000-03-28,Sul,13976,7516,53.77999878
2000-03-29,Sul,13976,7489,53.59000015
2000-03-30,Sul,13976,7452,53.31999969
2000-03-31,Sul,13976,7404,52.97999954
2000-04-01,Sul,13976,7387,52.86000061
2000-04-02,Sul,13976,7383,52.83000183
2000-04-03,Sul,13976,7327,52.43000031
2000-04-04,Sul,13976,7264,51.97999954
2000-04-05,Sul,13976,7207,51.56999969
2000-04-06,Sul,13976,7119,50.93999863
2000-04-07,Sul,13976,7037,50.34999847
2000-04-08,Sul,13976,6980,49.93999863
2000-04-09,Sul,13976,6918,49.5
2000-04-10,Sul,13976,6816,48.77000046
2000-04-11,Sul,13976,6696,47.90999985
2000-04-12,Sul,13976,6596,47.20000076
2000-04-13,Sul,13976,6517,46.63000107
2000-04-14,Sul,13976,6399,45.79000092
2000-04-15,Sul,13976,6316,45.18999863
2000-04-16,Sul,13976,6287,44.99000168
2000-04-17,Sul,13976,6206,44.40999985
2000-04-18,Sul,13976,6183,44.24000168
2000-04-19,Sul,13976,6143,43.95999908
2000-04-20,Sul,13976,6100,43.65000153
2000-04-21,Sul,13976,6124,43.81999969
2000-04-22,Sul,13976,6125,43.83000183
2000-04-23,Sul,13976,6140,43.93000031
2000-04-24,Sul,13976,6075,43.47000122
2000-04-25,Sul,13976,5983,42.81000137
2000-04-26,Sul,13976,5878,42.06000137
2000-04-27,Sul,13976,5785,41.38999939
2000-04-28,Sul,13976,5671,40.58000183
2000-04-29,Sul,13976,5626,40.25999832
2000-04-30,Sul,13976,5607,40.11999893
2000-05-01,Sul,13976,5568,39.84000015
2000-05-02,Sul,13976,5494,39.31000137
2000-05-03,Sul,13976,5436,38.90000153
2000-05-04,Sul,13976,5385,38.52999878
2000-05-05,Sul,13976,5393,38.59000015
2000-05-06,Sul,13976,5437,38.90000153
2000-05-07,Sul,13976,5472,39.15000153
2000-05-08,Sul,13976,5435,38.88999939
2000-05-09,Sul,13976,5369,38.41999817
2000-05-10,Sul,13976,5312,38.00999832
2000-05-11,Sul,13976,5252,37.58000183
2000-05-12,Sul,13976,5180,37.06000137
2000-05-13,Sul,13976,5156,36.88999939
2000-05-14,Sul,13976,5141,36.79000092
2000-05-15,Sul,13976,5070,36.27999878
2000-05-16,Sul,13976,5007,35.83000183
2000-05-17,Sul,13976,4949,35.40999985
2000-05-18,Sul,13976,4881,34.93000031
2000-05-19,Sul,13976,4782,34.22000122
2000-05-20,Sul,13976,4727,33.81999969
2000-05-21,Sul,13976,4696,33.59999847
2000-05-22,Sul,13976,4634,33.15999985
2000-05-23,Sul,13976,4566,32.66999817
2000-05-24,Sul,13976,4507,32.25
2000-05-25,Sul,13976,4442,31.78000069
2000-05-26,Sul,13976,4393,31.43000031
2000-05-27,Sul,13976,4355,31.15999985
2000-05-28,Sul,13976,4341,31.05999947
2000-05-29,Sul,13976,4258,30.46999931
2000-05-30,Sul,13976,4193,30
2000-05-31,Sul,13976,4133,29.56999969
2000-06-01,Sul,14176,4071,28.71999931
2000-06-02,Sul,14176,3961,27.94000053
2000-06-03,Sul,14176,3938,27.78000069
2000-06-04,Sul,14176,3911,27.59000015
2000-06-05,Sul,14176,3874,27.32999992
2000-06-06,Sul,14176,3810,26.87999916
2000-06-07,Sul,14176,3765,26.55999947
2000-06-08,Sul,14176,3704,26.12999916
2000-06-09,Sul,14176,3685,25.98999977
2000-06-10,Sul,14176,3669,25.87999916
2000-06-11,Sul,14176,3637,25.65999985
2000-06-12,Sul,14176,3585,25.29000092
2000-06-13,Sul,14176,3551,25.04999924
2000-06-14,Sul,14176,3508,24.75
2000-06-15,Sul,14176,3446,24.30999947
2000-06-16,Sul,14176,3384,23.87000084
2000-06-17,Sul,14176,3363,23.71999931
2000-06-18,Sul,14176,3376,23.80999947
2000-06-19,Sul,14176,3440,24.27000046
2000-06-20,Sul,14176,3520,24.82999992
2000-06-21,Sul,14176,3589,25.31999969
2000-06-22,Sul,14176,3664,25.85000038
2000-06-23,Sul,14176,3722,26.26000023
2000-06-24,Sul,14176,3840,27.09000015
2000-06-25,Sul,14176,3822,26.95999908
2000-06-26,Sul,14176,3875,27.32999992
2000-06-27,Sul,14176,3926,27.69000053
2000-06-28,Sul,14176,3962,27.95000076
2000-06-29,Sul,14176,4005,28.25
2000-06-30,Sul,14176,4087,28.82999992
2000-07-01,Sul,14176,4182,29.5
2000-07-02,Sul,14176,4272,30.13999939
2000-07-03,Sul,14176,4363,30.78000069
2000-07-04,Sul,14176,4431,31.26000023
2000-07-05,Sul,14176,4486,31.63999939
2000-07-06,Sul,14176,4534,31.97999954
2000-07-07,Sul,14176,4555,32.13000107
2000-07-08,Sul,14176,4584,32.34000015
2000-07-09,Sul,14176,4635,32.70000076
2000-07-10,Sul,14176,4818,33.99000168
2000-07-11,Sul,14176,5018,35.40000153
2000-07-12,Sul,14176,5161,36.40999985
2000-07-13,Sul,14176,5247,37.00999832
2000-07-14,Sul,14176,5318,37.50999832
2000-07-15,Sul,14176,5385,37.99000168
2000-07-16,Sul,14176,5450,38.43999863
2000-07-17,Sul,14176,5497,38.77999878
2000-07-18,Sul,14176,5549,39.13999939
2000-07-19,Sul,14176,5586,39.40000153
2000-07-20,Sul,14176,5606,39.54999924
2000-07-21,Sul,14176,5626,39.68999863
2000-07-22,Sul,14176,5664,39.95000076
2000-07-23,Sul,14176,5739,40.47999954
2000-07-24,Sul,14176,5802,40.93000031
2000-07-25,Sul,14176,5863,41.36000061
2000-07-26,Sul,14176,5917,41.74000168
2000-07-27,Sul,14176,5968,42.09999847
2000-07-28,Sul,14176,6010,42.40000153
2000-07-29,Sul,14176,6067,42.79999924
2000-07-30,Sul,14176,6123,43.18999863
2000-07-31,Sul,14176,6201,43.74000168
2000-08-01,Sul,14176,6196,43.70999908
2000-08-02,Sul,14176,6230,43.95000076
2000-08-03,Sul,14176,6258,44.13999939
2000-08-04,Sul,14176,6273,44.25
2000-08-05,Sul,14176,6275,44.25999832
2000-08-06,Sul,14176,6314,44.54000092
2000-08-07,Sul,14176,6324,44.61000061
2000-08-08,Sul,14176,6336,44.68999863
2000-08-09,Sul,14176,6314,44.54000092
2000-08-10,Sul,14176,6313,44.52999878
2000-08-11,Sul,14176,6295,44.40999985
2000-08-12,Sul,14176,6305,44.47999954
2000-08-13,Sul,14176,6319,44.56999969
2000-08-14,Sul,14176,6313,44.52999878
2000-08-15,Sul,14176,6312,44.52999878
2000-08-16,Sul,14176,6310,44.50999832
2000-08-17,Sul,14176,6326,44.61999893
2000-08-18,Sul,14176,6341,44.72999954
2000-08-19,Sul,14176,6357,44.84000015
2000-08-20,Sul,14176,6400,45.15000153
2000-08-21,Sul,14176,6411,45.22000122
2000-08-22,Sul,14176,6409,45.20999908
2000-08-23,Sul,14176,6385,45.04000092
2000-08-24,Sul,14176,6361,44.86999893
2000-08-25,Sul,14176,6363,44.88999939
2000-08-26,Sul,14176,6399,45.13999939
2000-08-27,Sul,14176,6498,45.84000015
2000-08-28,Sul,14176,6555,46.24000168
2000-08-29,Sul,14176,6582,46.43000031
2000-08-30,Sul,14176,6611,46.63000107
2000-08-31,Sul,14176,6648,46.90000153
2000-09-01,Sul,14176,6683,47.13999939
2000-09-02,Sul,14176,6736,47.52000046
2000-09-03,Sul,14176,6808,48.02000046
2000-09-04,Sul,14176,6857,48.36999893
2000-09-05,Sul,14176,6875,48.5
2000-09-06,Sul,14176,6898,48.65999985
2000-09-07,Sul,14176,6933,48.90999985
2000-09-08,Sul,14176,6958,49.08000183
2000-09-09,Sul,14176,6984,49.27000046
2000-09-10,Sul,14176,7071,49.88000107
2000-09-11,Sul,14176,7233,51.02000046
2000-09-12,Sul,14176,7779,54.86999893
2000-09-13,Sul,14176,8294,58.50999832
2000-09-14,Sul,14176,8896,62.75
2000-09-15,Sul,14176,9543,67.31999969
2000-09-16,Sul,14176,10100,71.25
2000-09-17,Sul,14176,10635,75.01999664
2000-09-18,Sul,14176,11072,78.09999847
2000-09-19,Sul,14176,11455,80.80000305
2000-09-20,Sul,14176,11580,81.69000244
2000-09-21,Sul,14176,11558,81.52999878
2000-09-22,Sul,14176,11610,81.90000153
2000-09-23,Sul,14176,11617,81.94999695
2000-09-24,Sul,14176,11577,81.66999817
2000-09-25,Sul,14176,11542,81.41999817
2000-09-26,Sul,14176,11679,82.37999725
2000-09-27,Sul,14176,11784,83.12999725
2000-09-28,Sul,14176,11920,84.08000183
2000-09-29,Sul,14176,11982,84.51999664
2000-09-30,Sul,14176,12178,85.90000153
2000-10-01,Sul,14176,12334,87.01000214
2000-10-02,Sul,14176,12370,87.26000214
2000-10-03,Sul,14176,12476,88.01000214
2000-10-04,Sul,14176,12522,88.33000183
2000-10-05,Sul,14176,12564,88.62999725
2000-10-06,Sul,14176,12615,88.98999786
2000-10-07,Sul,14176,12604,88.91000366
2000-10-08,Sul,14176,12609,88.94999695
2000-10-09,Sul,14176,12584,88.76999664
2000-10-10,Sul,14176,12566,88.63999939
2000-10-11,Sul,14176,12589,88.80000305
2000-10-12,Sul,14176,12656,89.27999878
2000-10-13,Sul,14176,12863,90.73999786
2000-10-14,Sul,14176,12926,91.18000031
2000-10-15,Sul,14176,13019,91.83999634
2000-10-16,Sul,14176,13084,92.30000305
2000-10-17,Sul,14176,13160,92.83000183
2000-10-18,Sul,14176,13137,92.66999817
2000-10-19,Sul,14176,13199,93.11000061
2000-10-20,Sul,14176,13249,93.45999908
2000-10-21,Sul,14176,13342,94.12000275
2000-10-22,Sul,14176,13370,94.30999756
2000-10-23,Sul,14176,13406,94.56999969
2000-10-24,Sul,14176,13416,94.63999939
2000-10-25,Sul,14176,13451,94.87999725
2000-10-26,Sul,14176,13494,95.19000244
2000-10-27,Sul,14176,13520,95.37000275
2000-10-28,Sul,14176,13538,95.5
2000-10-29,Sul,14176,13580,95.79000092
2000-10-30,Sul,14176,13603,95.95999908
2000-10-31,Sul,14176,13639,96.20999908
2000-11-01,Sul,14176,13630,96.15000153
2000-11-02,Sul,14176,13661,96.37000275
2000-11-03,Sul,14176,13672,96.44000244
2000-11-04,Sul,14176,13641,96.22000122
2000-11-05,Sul,14176,13620,96.08000183
2000-11-06,Sul,14176,13547,95.55999756
2000-11-07,Sul,14176,13495,95.19999695
2000-11-08,Sul,14176,13512,95.30999756
2000-11-09,Sul,14176,13529,95.43000031
2000-11-10,Sul,14176,13467,95
2000-11-11,Sul,14176,13481,95.09999847
2000-11-12,Sul,14176,13536,95.48000336
2000-11-13,Sul,14176,13509,95.29000092
2000-11-14,Sul,14176,13484,95.12000275
2000-11-15,Sul,14176,13502,95.23999786
2000-11-16,Sul,14176,13498,95.22000122
2000-11-17,Sul,14176,13481,95.09999847
2000-11-18,Sul,14176,13489,95.15000153
2000-11-19,Sul,14176,13518,95.36000061
2000-11-20,Sul,14176,13496,95.19999695
2000-11-21,Sul,14176,13502,95.23999786
2000-11-22,Sul,14176,13471,95.02999878
2000-11-23,Sul,14176,13387,94.43000031
2000-11-24,Sul,14176,13355,94.20999908
2000-11-25,Sul,14176,13368,94.30000305
2000-11-26,Sul,14176,13404,94.55000305
2000-11-27,Sul,14176,13336,94.06999969
2000-11-28,Sul,14176,13286,93.72000122
2000-11-29,Sul,14176,13209,93.18000031
2000-11-30,Sul,14176,13189,93.04000092
2000-12-01,Sul,14176,13122,92.55999756
2000-12-02,Sul,14176,13108,92.47000122
2000-12-03,Sul,14176,13133,92.63999939
2000-12-04,Sul,14176,13085,92.30000305
2000-12-05,Sul,14176,13052,92.06999969
2000-12-06,Sul,14176,12990,91.62999725
2000-12-07,Sul,14176,12925,91.16999817
2000-12-08,Sul,14176,12850,90.65000153
2000-12-09,Sul,14176,12813,90.37999725
2000-12-10,Sul,14176,12806,90.33000183
2000-12-11,Sul,14176,12714,89.69000244
2000-12-12,Sul,14176,12651,89.23999786
2000-12-13,Sul,14176,12611,88.95999908
2000-12-14,Sul,14176,12560,88.59999847
2000-12-15,Sul,14176,12528,88.37000275
2000-12-16,Sul,14176,12506,88.22000122
2000-12-17,Sul,14176,12541,88.47000122
2000-12-18,Sul,14176,12524,88.34999847
2000-12-19,Sul,14176,12450,87.81999969
2000-12-20,Sul,14176,12383,87.34999847
2000-12-21,Sul,14176,12308,86.81999969
2000-12-22,Sul,14176,12268,86.54000092
2000-12-23,Sul,14176,12233,86.29000092
2000-12-24,Sul,14176,12225,86.23999786
2000-12-25,Sul,14176,12290,86.69000244
2000-12-26,Sul,14176,12284,86.65000153
2000-12-27,Sul,14176,12292,86.70999908
2000-12-28,Sul,14176,12326,86.94999695
2000-12-29,Sul,14176,12413,87.55999756
2000-12-30,Sul,14176,12567,88.65000153
2000-12-31,Sul,14176,12732,89.80999756
2001-01-01,Sul,14176,12857,90.69000244
2001-01-02,Sul,14176,12920,91.13999939
2001-01-03,Sul,14176,12926,91.18000031
2001-01-04,Sul,14176,12924,91.16999817
2001-01-05,Sul,14176,12909,91.05999756
2001-01-06,Sul,14176,12884,90.87999725
2001-01-07,Sul,14176,12936,91.25
2001-01-08,Sul,14176,12906,91.04000092
2001-01-09,Sul,14176,12893,90.94999695
2001-01-10,Sul,14176,12864,90.73999786
2001-01-11,Sul,14176,12928,91.19999695
2001-01-12,Sul,14176,13024,91.87000275
2001-01-13,Sul,14176,13146,92.73000336
2001-01-14,Sul,14176,13302,93.83000183
2001-01-15,Sul,14176,13405,94.55999756
2001-01-16,Sul,14176,13457,94.93000031
2001-01-17,Sul,14176,13511,95.30999756
2001-01-18,Sul,14176,13540,95.51000214
2001-01-19,Sul,14176,13566,95.69999695
2001-01-20,Sul,14176,13601,95.94000244
2001-01-21,Sul,14176,13727,96.83000183
2001-01-22,Sul,14176,13761,97.06999969
2001-01-23,Sul,14176,13803,97.37000275
2001-01-24,Sul,14176,13857,97.75
2001-01-25,Sul,14176,13911,98.12999725
2001-01-26,Sul,14176,13924,98.22000122
2001-01-27,Sul,14176,13928,98.25
2001-01-28,Sul,14176,13933,98.27999878
2001-01-29,Sul,14176,13981,98.62000275
2001-01-30,Sul,14176,13959,98.47000122
2001-01-31,Sul,14176,13985,98.65000153
2001-02-01,Sul,14176,13986,98.66000366
2001-02-02,Sul,14176,13952,98.41999817
2001-02-03,Sul,14176,14011,98.83000183
2001-02-04,Sul,14176,14006,98.80000305
2001-02-05,Sul,14176,13995,98.72000122
2001-02-06,Sul,14176,13920,98.19000244
2001-02-07,Sul,14176,13940,98.33000183
2001-02-08,Sul,14176,13985,98.65000153
2001-02-09,Sul,14176,14008,98.80999756
2001-02-10,Sul,14176,14004,98.79000092
2001-02-11,Sul,14176,13999,98.75
2001-02-12,Sul,14176,14014,98.86000061
2001-02-13,Sul,14176,14003,98.77999878
2001-02-14,Sul,14176,14002,98.76999664
2001-02-15,Sul,14176,13934,98.29000092
2001-02-16,Sul,14176,13902,98.06999969
2001-02-17,Sul,14176,13963,98.5
2001-02-18,Sul,14176,13986,98.66000366
2001-02-19,Sul,14176,13940,98.33000183
2001-02-20,Sul,14176,13832,97.56999969
2001-02-21,Sul,14176,13681,96.51000214
2001-02-22,Sul,14176,13696,96.61000061
2001-02-23,Sul,14176,13727,96.83000183
2001-02-24,Sul,14176,13736,96.90000153
2001-02-25,Sul,14176,13775,97.16999817
2001-02-26,Sul,14176,13742,96.94000244
2001-02-27,Sul,14176,13759,97.05999756
2001-02-28,Sul,14176,13816,97.45999908
2001-03-01,Sul,14176,13800,97.34999847
2001-03-02,Sul,14176,13796,97.31999969
2001-03-03,Sul,14176,13882,97.91999817
2001-03-04,Sul,14176,13856,97.73999786
2001-03-05,Sul,14176,13874,97.87000275
2001-03-06,Sul,14176,13889,97.97000122
2001-03-07,Sul,14176,13853,97.72000122
2001-03-08,Sul,14176,13846,97.66999817
2001-03-09,Sul,14176,13869,97.83000183
2001-03-10,Sul,14176,13868,97.83000183
2001-03-11,Sul,14176,13860,97.76999664
2001-03-12,Sul,14176,13828,97.54000092
2001-03-13,Sul,14176,13753,97.01999664
2001-03-14,Sul,14176,13694,96.59999847
2001-03-15,Sul,14176,13640,96.22000122
2001-03-16,Sul,14176,13593,95.88999939
2001-03-17,Sul,14176,13592,95.87999725
2001-03-18,Sul,14176,13665,96.38999939
2001-03-19,Sul,14176,13690,96.56999969
2001-03-20,Sul,14176,13646,96.26000214
2001-03-21,Sul,14176,13599,95.93000031
2001-03-22,Sul,14176,13558,95.63999939
2001-03-23,Sul,14176,13525,95.41000366
2001-03-24,Sul,14176,13479,95.08000183
2001-03-25,Sul,14176,13495,95.19999695
2001-03-26,Sul,14176,13464,94.98000336
2001-03-27,Sul,14176,13422,94.68000031
2001-03-28,Sul,14176,13365,94.27999878
2001-03-29,Sul,14176,13286,93.72000122
2001-03-30,Sul,14176,13190,93.04000092
2001-03-31,Sul,14176,13119,92.54000092
2001-04-01,Sul,14176,13141,92.69999695
2001-04-02,Sul,14176,13084,92.30000305
2001-04-03,Sul,14176,13046,92.02999878
2001-04-04,Sul,14176,12997,91.68000031
2001-04-05,Sul,14176,12936,91.25
2001-04-06,Sul,14176,12836,90.55000305
2001-04-07,Sul,14176,12762,90.01999664
2001-04-08,Sul,14176,12731,89.80999756
2001-04-09,Sul,14176,12699,89.58000183
2001-04-10,Sul,14176,12651,89.23999786
2001-04-11,Sul,14176,12588,88.80000305
2001-04-12,Sul,14645,12919,88.20999908
2001-04-13,Sul,14645,12911,88.16000366
2001-04-14,Sul,14645,12883,87.97000122
2001-04-15,Sul,14645,12843,87.69000244
2001-04-16,Sul,14645,12740,86.98999786
2001-04-17,Sul,14645,12628,86.23000336
2001-04-18,Sul,14645,12536,85.59999847
2001-04-19,Sul,14645,12406,84.70999908
2001-04-20,Sul,14645,12346,84.30000305
2001-04-21,Sul,14645,12212,83.38999939
2001-04-22,Sul,14645,12194,83.26000214
2001-04-23,Sul,14645,12089,82.55000305
2001-04-24,Sul,14645,12105,82.65000153
2001-04-25,Sul,14645,12104,82.65000153
2001-04-26,Sul,14645,12100,82.62000275
2001-04-27,Sul,14645,12088,82.54000092
2001-04-28,Sul,14645,12109,82.68000031
2001-04-29,Sul,14645,12160,83.02999878
2001-04-30,Sul,14645,12139,82.88999939
2001-05-01,Sul,14645,12166,83.06999969
2001-05-02,Sul,14645,12124,82.77999878
2001-05-03,Sul,14645,12110,82.69000244
2001-05-04,Sul,14645,12086,82.51999664
2001-05-05,Sul,14645,12059,82.33999634
2001-05-06,Sul,14645,12080,82.48000336
2001-05-07,Sul,14645,12019,82.06999969
2001-05-08,Sul,14645,11945,81.55999756
2001-05-09,Sul,14645,11866,81.01999664
2001-05-10,Sul,14645,11788,80.48999786
2001-05-11,Sul,14645,11726,80.06999969
2001-05-12,Sul,14645,11680,79.75
2001-05-13,Sul,14645,11691,79.83000183
2001-05-14,Sul,14645,11668,79.66999817
2001-05-15,Sul,14645,11603,79.23000336
2001-05-16,Sul,14645,11564,78.95999908
2001-05-17,Sul,14645,11534,78.76000214
2001-05-18,Sul,14645,11508,78.58000183
2001-05-19,Sul,14645,11494,78.48000336
2001-05-20,Sul,14645,11549,78.86000061
2001-05-21,Sul,14645,11563,78.94999695
2001-05-22,Sul,14645,11602,79.22000122
2001-05-23,Sul,14645,11677,79.73000336
2001-05-24,Sul,14645,11702,79.90000153
2001-05-25,Sul,14645,11711,79.95999908
2001-05-26,Sul,14645,11722,80.04000092
2001-05-27,Sul,14645,11836,80.81999969
2001-05-28,Sul,14645,11932,81.47000122
2001-05-29,Sul,14645,11989,81.86000061
2001-05-30,Sul,14645,12050,82.27999878
2001-05-31,Sul,14645,12105,82.65000153
2001-06-01,Sul,14645,12148,82.94999695
2001-06-02,Sul,14645,12179,83.16000366
2001-06-03,Sul,14645,12283,83.87000275
2001-06-04,Sul,14645,12324,84.15000153
2001-06-05,Sul,14645,12343,84.27999878
2001-06-06,Sul,14645,12411,84.73999786
2001-06-07,Sul,14645,12474,85.16999817
2001-06-08,Sul,14645,12516,85.45999908
2001-06-09,Sul,14645,12575,85.86000061
2001-06-10,Sul,14645,12637,86.29000092
2001-06-11,Sul,14645,12606,86.08000183
2001-06-12,Sul,14645,12566,85.80000305
2001-06-13,Sul,14645,12510,85.41999817
2001-06-14,Sul,14645,12528,85.54000092
2001-06-15,Sul,14645,12468,85.12999725
2001-06-16,Sul,14645,12492,85.30000305
2001-06-17,Sul,14645,12563,85.77999878
2001-06-18,Sul,14645,12577,85.87999725
2001-06-19,Sul,14645,12577,85.87999725
2001-06-20,Sul,14645,12582,85.91000366
2001-06-21,Sul,14645,12617,86.15000153
2001-06-22,Sul,14645,12657,86.41999817
2001-06-23,Sul,14645,12684,86.61000061
2001-06-24,Sul,14645,12789,87.33000183
2001-06-25,Sul,14645,12884,87.97000122
2001-06-26,Sul,14645,13099,89.44000244
2001-06-27,Sul,14645,13281,90.68000031
2001-06-28,Sul,14645,13397,91.48000336
2001-06-29,Sul,14645,13497,92.16000366
2001-06-30,Sul,14645,13592,92.80999756
2001-07-01,Sul,14645,13701,93.55000305
2001-07-02,Sul,14645,13770,94.01999664
2001-07-03,Sul,14645,13807,94.27999878
2001-07-04,Sul,14645,13805,94.26000214
2001-07-05,Sul,14645,13806,94.26999664
2001-07-06,Sul,14645,13788,94.15000153
2001-07-07,Sul,14645,13804,94.26000214
2001-07-08,Sul,14645,13852,94.58000183
2001-07-09,Sul,14645,13831,94.44000244
2001-07-10,Sul,14645,13796,94.19999695
2001-07-11,Sul,14645,13789,94.15000153
2001-07-12,Sul,14645,13805,94.26000214
2001-07-13,Sul,14645,13784,94.12000275
2001-07-14,Sul,14645,13777,94.06999969
2001-07-15,Sul,14645,13799,94.22000122
2001-07-16,Sul,14645,13738,93.80999756
2001-07-17,Sul,14645,13650,93.19999695
2001-07-18,Sul,14645,13597,92.83999634
2001-07-19,Sul,14645,13634,93.08999634
2001-07-20,Sul,14645,13658,93.26000214
2001-07-21,Sul,14645,13704,93.56999969
2001-07-22,Sul,14645,13792,94.16999817
2001-07-23,Sul,14645,13794,94.19000244
2001-07-24,Sul,14645,13764,93.98000336
2001-07-25,Sul,14645,13735,93.77999878
2001-07-26,Sul,14645,13878,94.76000214
2001-07-27,Sul,14645,14080,96.13999939
2001-07-28,Sul,14645,14137,96.52999878
2001-07-29,Sul,14645,14171,96.76000214
2001-07-30,Sul,14645,14194,96.91999817
2001-07-31,Sul,14645,14174,96.77999878
2001-08-01,Sul,14645,14172,96.76999664
2001-08-02,Sul,14645,14151,96.62999725
2001-08-03,Sul,14645,14166,96.73000336
2001-08-04,Sul,14645,14201,96.97000122
2001-08-05,Sul,14645,14228,97.15000153
2001-08-06,Sul,14645,14203,96.98000336
2001-08-07,Sul,14645,14204,96.98999786
2001-08-08,Sul,14645,14200,96.95999908
2001-08-09,Sul,14645,14185,96.86000061
2001-08-10,Sul,14645,14136,96.51999664
2001-08-11,Sul,14645,14105,96.30999756
2001-08-12,Sul,14645,14123,96.43000031
2001-08-13,Sul,14645,14057,95.98000336
2001-08-14,Sul,14645,13976,95.43000031
2001-08-15,Sul,14645,13882,94.79000092
2001-08-16,Sul,14645,13778,94.08000183
2001-08-17,Sul,14645,13659,93.26999664
2001-08-18,Sul,14645,13532,92.40000153
2001-08-19,Sul,14645,13447,91.81999969
2001-08-20,Sul,14645,13310,90.87999725
2001-08-21,Sul,14645,13180,89.98999786
2001-08-22,Sul,14645,13050,89.11000061
2001-08-23,Sul,14645,12956,88.47000122
2001-08-24,Sul,14645,12784,87.29000092
2001-08-25,Sul,14645,12681,86.58999634
2001-08-26,Sul,14645,12608,86.08999634
2001-08-27,Sul,14645,12537,85.59999847
2001-08-28,Sul,14645,12484,85.23999786
2001-08-29,Sul,14645,12453,85.02999878
2001-08-30,Sul,14645,12442,84.95999908
