data,subsistema,energia_armazenada_maxima,energia_armazenada_verificada,proporcao_energia_armazenada_verificada
2004-01-26,Norte,12311,4089,33.20999908
2004-01-27,Norte,12311,4313,35.02999878
2004-01-28,Norte,12311,4540,36.88000107
2004-01-29,Norte,12311,4799,38.97999954
2004-01-30,Norte,12311,5116,41.56000137
2004-01-31,Norte,12311,5446,44.24000168
2004-02-01,Norte,12311,5798,47.09000015
2004-02-02,Norte,12311,6118,49.68999863
2004-02-03,Norte,12311,6412,52.08000183
2004-02-04,Norte,12311,6711,54.50999832
2004-02-05,Norte,12311,6952,56.47000122
2004-02-06,Norte,12311,7143,58.02000046
2004-02-07,Norte,12311,7274,59.08000183
2004-02-08,Norte,12311,7420,60.27000046
2004-02-09,Norte,12311,7515,61.04000092
2004-02-10,Norte,12311,7602,61.75
2004-02-11,Norte,12311,7719,62.70000076
2004-02-12,Norte,12311,7861,63.84999847
2004-02-13,Norte,12311,8019,65.13999939
2004-02-14,Norte,12311,8146,66.16999817
2004-02-15,Norte,12311,8267,67.15000153
2004-02-16,Norte,12311,8378,68.05000305
2004-02-17,Norte,12311,8472,68.80999756
2004-02-18,Norte,12311,8556,69.5
2004-02-19,Norte,12311,8638,70.16000366
2004-02-20,Norte,12311,8723,70.84999847
2004-02-21,Norte,12311,8815,71.59999847
2004-02-22,Norte,12311,8957,72.75
2004-02-23,Norte,12311,9086,73.80000305
2004-02-24,Norte,12311,9195,74.69000244
2004-02-25,Norte,12311,9328,75.76999664
2004-02-26,Norte,12311,9419,76.51000214
2004-02-27,Norte,12311,9503,77.19000244
2004-02-28,Norte,12311,9621,78.15000153
2004-02-29,Norte,12311,9732,79.05000305
2004-03-01,Norte,12311,9856,80.05999756
2004-03-02,Norte,12311,9934,80.69000244
2004-03-03,Norte,12311,9992,81.16000366
2004-03-04,Norte,12311,10057,81.69000244
2004-03-05,Norte,12311,10131,82.29000092
2004-03-06,Norte,12311,10223,83.04000092
2004-03-07,Norte,12311,10298,83.65000153
2004-03-08,Norte,12311,10301,83.66999817
2004-03-09,Norte,12311,10291,83.58999634
2004-03-10,Norte,12311,10304,83.69999695
2004-03-11,Norte,12311,10303,83.69000244
2004-03-12,Norte,12311,10278,83.48000336
2004-03-13,Norte,12311,10284,83.52999878
2004-03-14,Norte,12311,10288,83.56999969
2004-03-15,Norte,12311,10281,83.51000214
2004-03-16,Norte,12311,10310,83.73999786
2004-03-17,Norte,12311,10373,84.26000214
2004-03-18,Norte,12311,10434,84.75
2004-03-19,Norte,12311,10461,84.97000122
2004-03-20,Norte,12311,10479,85.12000275
2004-03-21,Norte,12311,10469,85.04000092
2004-03-22,Norte,12311,10492,85.22000122
2004-03-23,Norte,12311,10553,85.72000122
2004-03-24,Norte,12311,10596,86.06999969
2004-03-25,Norte,12311,10633,86.37000275
2004-03-26,Norte,12311,10679,86.73999786
2004-03-27,Norte,12311,10682,86.76999664
2004-03-28,Norte,12311,10691,86.83999634
2004-03-29,Norte,12311,10675,86.70999908
2004-03-30,Norte,12311,10649,86.5
2004-03-31,Norte,12311,10650,86.51000214
2004-04-01,Norte,12311,10708,86.98000336
2004-04-02,Norte,12311,10764,87.43000031
2004-04-03,Norte,12311,10818,87.87000275
2004-04-04,Norte,12311,10897,88.51000214
2004-04-05,Norte,12311,10862,88.23000336
2004-04-06,Norte,12311,10870,88.29000092
2004-04-07,Norte,12311,10820,87.88999939
2004-04-08,Norte,12311,10828,87.94999695
2004-04-09,Norte,12311,10835,88.01000214
2004-04-10,Norte,12311,10839,88.04000092
2004-04-11,Norte,12311,10848,88.11000061
2004-04-12,Norte,12311,10902,88.55000305
2004-04-13,Norte,12311,10951,88.94999695
2004-04-14,Norte,12311,11021,89.51999664
2004-04-15,Norte,12311,11039,89.66999817
2004-04-16,Norte,12311,11023,89.54000092
2004-04-17,Norte,12311,11016,89.48000336
2004-04-18,Norte,12311,11053,89.77999878
2004-04-19,Norte,12311,11048,89.73999786
2004-04-20,Norte,12311,11042,89.69000244
2004-04-21,Norte,12311,11061,89.83999634
2004-04-22,Norte,12311,11070,89.91999817
2004-04-23,Norte,12311,11076,89.97000122
2004-04-24,Norte,12311,11087,90.05999756
2004-04-25,Norte,12311,11096,90.12999725
2004-04-26,Norte,12311,11075,89.95999908
2004-04-27,Norte,12311,11086,90.05000305
2004-04-28,Norte,12311,11099,90.15000153
2004-04-29,Norte,12311,11136,90.44999695
2004-04-30,Norte,12311,11172,90.75
2004-05-01,Norte,12311,11211,91.05999756
2004-05-02,Norte,12311,11231,91.23000336
2004-05-03,Norte,12311,11227,91.19000244
2004-05-04,Norte,12311,11229,91.20999908
2004-05-05,Norte,12311,11198,90.95999908
2004-05-06,Norte,12311,11203,91
2004-05-07,Norte,12311,11249,91.37000275
2004-05-08,Norte,12311,11247,91.36000061
2004-05-09,Norte,12311,11224,91.16999817
2004-05-10,Norte,12311,11185,90.84999847
2004-05-11,Norte,12311,11191,90.90000153
2004-05-12,Norte,12311,11230,91.22000122
2004-05-13,Norte,12311,11271,91.55000305
2004-05-14,Norte,12311,11250,91.37999725
2004-05-15,Norte,12311,11237,91.26999664
2004-05-16,Norte,12311,11246,91.34999847
2004-05-17,Norte,12311,11250,91.37999725
2004-05-18,Norte,12311,11236,91.26999664
2004-05-19,Norte,12311,11243,91.31999969
2004-05-20,Norte,12311,11264,91.48999786
2004-05-21,Norte,12311,11280,91.62000275
2004-05-22,Norte,12311,11280,91.62000275
2004-05-23,Norte,12311,11278,91.61000061
2004-05-24,Norte,12311,11278,91.61000061
2004-05-25,Norte,12311,11241,91.30999756
2004-05-26,Norte,12311,11278,91.61000061
2004-05-27,Norte,12311,11257,91.44000244
2004-05-28,Norte,12311,11261,91.47000122
2004-05-29,Norte,12311,11260,91.45999908
2004-05-30,Norte,12311,11242,91.30999756
2004-05-31,Norte,12311,11240,91.30000305
2004-06-01,Norte,12311,11246,91.34999847
2004-06-02,Norte,12311,11251,91.38999939
2004-06-03,Norte,12311,11252,91.40000153
2004-06-04,Norte,12311,11242,91.30999756
2004-06-05,Norte,12311,11263,91.48999786
2004-06-06,Norte,12311,11240,91.30000305
2004-06-07,Norte,12311,11251,91.38999939
2004-06-08,Norte,12311,11247,91.36000061
2004-06-09,Norte,12311,11253,91.40000153
2004-06-10,Norte,12311,11250,91.37999725
2004-06-11,Norte,12311,11249,91.37000275
2004-06-12,Norte,12311,11244,91.33000183
2004-06-13,Norte,12311,11242,91.30999756
2004-06-14,Norte,12311,11240,91.30000305
2004-06-15,Norte,12311,11236,91.26999664
2004-06-16,Norte,12311,11234,91.25
2004-06-17,Norte,12311,11216,91.09999847
2004-06-18,Norte,12311,11214,91.08999634
2004-06-19,Norte,12311,11204,91.01000214
2004-06-20,Norte,12311,11184,90.83999634
2004-06-21,Norte,12311,11190,90.88999939
2004-06-22,Norte,12311,11186,90.86000061
2004-06-23,Norte,12311,11160,90.65000153
2004-06-24,Norte,12311,11127,90.37999725
2004-06-25,Norte,12311,11094,90.11000061
2004-06-26,Norte,12311,11069,89.91000366
2004-06-27,Norte,12311,11043,89.69999695
2004-06-28,Norte,12311,11004,89.37999725
2004-06-29,Norte,12311,10985,89.23000336
2004-06-30,Norte,12311,10943,88.88999939
2004-07-01,Norte,12311,10904,88.56999969
2004-07-02,Norte,12311,10886,88.41999817
2004-07-03,Norte,12311,10852,88.15000153
2004-07-04,Norte,12311,10823,87.91000366
2004-07-05,Norte,12311,10784,87.58999634
2004-07-06,Norte,12311,10728,87.13999939
2004-07-07,Norte,12311,10696,86.87999725
2004-07-08,Norte,12311,10657,86.55999756
2004-07-09,Norte,12311,10605,86.13999939
2004-07-10,Norte,12311,10565,85.81999969
2004-07-11,Norte,12311,10540,85.61000061
2004-07-12,Norte,12311,10495,85.25
2004-07-13,Norte,12311,10442,84.81999969
2004-07-14,Norte,12311,10395,84.43000031
2004-07-15,Norte,12311,10335,83.94999695
2004-07-16,Norte,12311,10297,83.63999939
2004-07-17,Norte,12311,10258,83.31999969
2004-07-18,Norte,12311,10225,83.05000305
2004-07-19,Norte,12311,10205,82.88999939
2004-07-20,Norte,12311,10181,82.69999695
2004-07-21,Norte,12311,10161,82.52999878
2004-07-22,Norte,12311,10162,82.54000092
2004-07-23,Norte,12311,10149,82.44000244
2004-07-24,Norte,12311,10143,82.38999939
2004-07-25,Norte,12311,10123,82.23000336
2004-07-26,Norte,12311,10090,81.95999908
2004-07-27,Norte,12311,10055,81.66999817
2004-07-28,Norte,12311,10023,81.41000366
2004-07-29,Norte,12311,9997,81.19999695
2004-07-30,Norte,12311,9958,80.88999939
2004-07-31,Norte,12311,9925,80.62000275
2004-08-01,Norte,12311,9905,80.44999695
2004-08-02,Norte,12311,9879,80.23999786
2004-08-03,Norte,12311,9820,79.76000214
2004-08-04,Norte,12311,9774,79.38999939
2004-08-05,Norte,12311,9723,78.98000336
2004-08-06,Norte,12311,9684,78.66000366
2004-08-07,Norte,12311,9645,78.33999634
2004-08-08,Norte,12311,9607,78.02999878
2004-08-09,Norte,12311,9556,77.62000275
2004-08-10,Norte,12311,9518,77.30999756
2004-08-11,Norte,12311,9461,76.84999847
2004-08-12,Norte,12311,9408,76.41999817
2004-08-13,Norte,12311,9345,75.91000366
2004-08-14,Norte,12311,9311,75.62999725
2004-08-15,Norte,12311,9280,75.37999725
2004-08-16,Norte,12311,9223,74.91000366
2004-08-17,Norte,12311,9167,74.45999908
2004-08-18,Norte,12311,9116,74.05000305
2004-08-19,Norte,12311,9064,73.62000275
2004-08-20,Norte,12311,9014,73.22000122
2004-08-21,Norte,12311,8972,72.87999725
2004-08-22,Norte,12311,8922,72.47000122
2004-08-23,Norte,12311,8866,72.01999664
2004-08-24,Norte,12311,8824,71.66999817
2004-08-25,Norte,12311,8773,71.26000214
2004-08-26,Norte,12311,8729,70.90000153
2004-08-27,Norte,12311,8674,70.45999908
2004-08-28,Norte,12311,8630,70.09999847
2004-08-29,Norte,12311,8588,69.76000214
2004-08-30,Norte,12311,8533,69.30999756
2004-08-31,Norte,12311,8485,68.91999817
2004-09-01,Norte,12311,8419,68.37999725
2004-09-02,Norte,12311,8354,67.86000061
2004-09-03,Norte,12311,8289,67.33000183
2004-09-04,Norte,12311,8235,66.88999939
2004-09-05,Norte,12311,8199,66.59999847
2004-09-06,Norte,12311,8135,66.08000183
2004-09-07,Norte,12311,8091,65.72000122
2004-09-08,Norte,12311,8021,65.15000153
2004-09-09,Norte,12311,7935,64.44999695
2004-09-10,Norte,12311,7870,63.93000031
2004-09-11,Norte,12311,7821,63.52999878
2004-09-12,Norte,12311,7770,63.11000061
2004-09-13,Norte,12311,7686,62.43000031
2004-09-14,Norte,12311,7642,62.06999969
2004-09-15,Norte,12311,7577,61.54999924
2004-09-16,Norte,12311,7532,61.18000031
2004-09-17,Norte,12311,7476,60.72000122
2004-09-18,Norte,12311,7422,60.29000092
2004-09-19,Norte,12311,7373,59.88999939
2004-09-20,Norte,12311,7319,59.45000076
2004-09-21,Norte,12311,7244,58.84000015
2004-09-22,Norte,12311,7181,58.33000183
2004-09-23,Norte,12311,7095,57.63000107
2004-09-24,Norte,12311,7029,57.09000015
2004-09-25,Norte,12311,6967,56.59000015
2004-09-26,Norte,12311,6907,56.09999847
2004-09-27,Norte,12311,6830,55.47999954
2004-09-28,Norte,12311,6737,54.72000122
2004-09-29,Norte,12311,6672,54.18999863
2004-09-30,Norte,12311,6616,53.74000168
2004-10-01,Norte,12311,6539,53.11000061
2004-10-02,Norte,12311,6445,52.34999847
2004-10-03,Norte,12311,6338,51.47999954
2004-10-04,Norte,12311,6252,50.77999878
2004-10-05,Norte,12311,6178,50.18000031
2004-10-06,Norte,12311,6104,49.58000183
2004-10-07,Norte,12311,6038,49.04000092
2004-10-08,Norte,12311,5986,48.61999893
2004-10-09,Norte,12311,5935,48.20999908
2004-10-10,Norte,12311,5871,47.68999863
2004-10-11,Norte,12311,5823,47.29999924
2004-10-12,Norte,12311,5769,46.86000061
2004-10-13,Norte,12311,5707,46.36000061
2004-10-14,Norte,12311,5633,45.75
2004-10-15,Norte,12311,5584,45.36000061
2004-10-16,Norte,12311,5531,44.93000031
2004-10-17,Norte,12311,5479,44.5
2004-10-18,Norte,12311,5421,44.02999878
2004-10-19,Norte,12311,5363,43.56000137
2004-10-20,Norte,12311,5294,43
2004-10-21,Norte,12311,5232,42.5
2004-10-22,Norte,12311,5172,42.00999832
2004-10-23,Norte,12311,5124,41.61999893
2004-10-24,Norte,12311,5070,41.18000031
2004-10-25,Norte,12311,5013,40.72000122
2004-10-26,Norte,12311,4950,40.20999908
2004-10-27,Norte,12311,4910,39.88000107
2004-10-28,Norte,12311,4875,39.59999847
2004-10-29,Norte,12311,4831,39.24000168
2004-10-30,Norte,12311,4770,38.74000168
2004-10-31,Norte,12311,4695,38.13999939
2004-11-01,Norte,12311,4627,37.58000183
2004-11-02,Norte,12311,4550,36.95999908
2004-11-03,Norte,12311,4510,36.63000107
2004-11-04,Norte,12311,4472,36.31999969
2004-11-05,Norte,12311,4436,36.02999878
2004-11-06,Norte,12311,4400,35.74000168
2004-11-07,Norte,12311,4356,35.38000107
2004-11-08,Norte,12311,4321,35.09999847
2004-11-09,Norte,12311,4285,34.81000137
2004-11-10,Norte,12311,4226,34.33000183
2004-11-11,Norte,12311,4174,33.90000153
2004-11-12,Norte,12311,4127,33.52000046
2004-11-13,Norte,12311,4082,33.15999985
2004-11-14,Norte,12311,4042,32.83000183
2004-11-15,Norte,12311,4004,32.52000046
2004-11-16,Norte,12311,3977,32.29999924
2004-11-17,Norte,12311,3949,32.08000183
2004-11-18,Norte,12311,3931,31.93000031
2004-11-19,Norte,12311,3924,31.87000084
2004-11-20,Norte,12311,3912,31.78000069
2004-11-21,Norte,12311,3903,31.70000076
2004-11-22,Norte,12311,3898,31.65999985
2004-11-23,Norte,12311,3896,31.64999962
2004-11-24,Norte,12311,3886,31.55999947
2004-11-25,Norte,12311,3882,31.53000069
2004-11-26,Norte,12311,3872,31.45000076
2004-11-27,Norte,12311,3863,31.37999916
2004-11-28,Norte,12311,3848,31.26000023
2004-11-29,Norte,12311,3842,31.20999908
2004-11-30,Norte,12311,3840,31.19000053
2004-12-01,Norte,12311,3842,31.20999908
2004-12-02,Norte,12311,3851,31.28000069
2004-12-03,Norte,12311,3855,31.30999947
2004-12-04,Norte,12311,3866,31.39999962
2004-12-05,Norte,12311,3874,31.46999931
2004-12-06,Norte,12311,3869,31.43000031
2004-12-07,Norte,12311,3853,31.29999924
2004-12-08,Norte,12311,3849,31.26000023
2004-12-09,Norte,12311,3845,31.22999954
2004-12-10,Norte,12311,3841,31.20000076
2004-12-11,Norte,12311,3832,31.12999916
2004-12-12,Norte,12311,3808,30.93000031
2004-12-13,Norte,12311,3779,30.70000076
2004-12-14,Norte,12311,3759,30.53000069
2004-12-15,Norte,12311,3736,30.35000038
2004-12-16,Norte,12311,3715,30.18000031
2004-12-17,Norte,12311,3694,30
2004-12-18,Norte,12311,3725,30.26000023
2004-12-19,Norte,12311,3709,30.12999916
2004-12-20,Norte,12311,3716,30.18000031
2004-12-21,Norte,12311,3716,30.18000031
2004-12-22,Norte,12311,3726,30.26000023
2004-12-23,Norte,12311,3731,30.30999947
2004-12-24,Norte,12311,3742,30.38999939
2004-12-25,Norte,12311,3779,30.70000076
2004-12-26,Norte,12311,3802,30.87999916
2004-12-27,Norte,12311,3814,30.97999954
2004-12-28,Norte,12311,3849,31.26000023
2004-12-29,Norte,12311,3874,31.46999931
2004-12-30,Norte,12311,3897,31.64999962
2004-12-31,Norte,12311,3926,31.88999939
2005-01-01,Norte,12311,3969,32.24000168
2005-01-02,Norte,12311,4019,32.63999939
2005-01-03,Norte,12311,4044,32.84999847
2005-01-04,Norte,12311,4081,33.15000153
2005-01-05,Norte,12311,4109,33.38000107
2005-01-06,Norte,12311,4156,33.75999832
2005-01-07,Norte,12311,4172,33.88999939
2005-01-08,Norte,12311,4204,34.15000153
2005-01-09,Norte,12311,4220,34.27999878
2005-01-10,Norte,12311,4238,34.41999817
2005-01-11,Norte,12311,4260,34.59999847
2005-01-12,Norte,12311,4280,34.75999832
2005-01-13,Norte,12311,4307,34.97999954
2005-01-14,Norte,12311,4340,35.25
2005-01-15,Norte,12311,4403,35.75999832
2005-01-16,Norte,12311,4470,36.31000137
2005-01-17,Norte,12311,4549,36.95000076
2005-01-18,Norte,12311,4614,37.47999954
2005-01-19,Norte,12311,4687,38.06999969
2005-01-20,Norte,12311,4776,38.79000092
2005-01-21,Norte,12311,4860,39.47999954
2005-01-22,Norte,12311,4963,40.31000137
2005-01-23,Norte,12311,5074,41.20999908
2005-01-24,Norte,12311,5178,42.06000137
2005-01-25,Norte,12311,5272,42.81999969
2005-01-26,Norte,12311,5365,43.58000183
2005-01-27,Norte,12311,5475,44.47000122
2005-01-28,Norte,12311,5585,45.36000061
2005-01-29,Norte,12311,5741,46.63000107
2005-01-30,Norte,12311,5896,47.88999939
2005-01-31,Norte,12311,6105,49.59000015
2005-02-01,Norte,12311,6284,51.04000092
2005-02-02,Norte,12311,6465,52.50999832
2005-02-03,Norte,12311,6643,53.95999908
2005-02-04,Norte,12311,6819,55.38999939
2005-02-05,Norte,12311,7027,57.08000183
2005-02-06,Norte,12311,7282,59.15000153
2005-02-07,Norte,12311,7524,61.11000061
2005-02-08,Norte,12311,7756,63
2005-02-09,Norte,12311,8002,65
2005-02-10,Norte,12311,8210,66.69000244
2005-02-11,Norte,12311,8376,68.04000092
2005-02-12,Norte,12311,8541,69.37999725
2005-02-13,Norte,12311,8702,70.68000031
2005-02-14,Norte,12311,8803,71.5
2005-02-15,Norte,12311,8930,72.52999878
2005-02-16,Norte,12311,9011,73.19000244
2005-02-17,Norte,12311,9117,74.05000305
2005-02-18,Norte,12311,9215,74.84999847
2005-02-19,Norte,12311,9321,75.70999908
2005-02-20,Norte,12311,9466,76.88999939
2005-02-21,Norte,12311,9641,78.30999756
2005-02-22,Norte,12311,9804,79.62999725
2005-02-23,Norte,12311,10033,81.48999786
2005-02-24,Norte,12311,10212,82.94999695
2005-02-25,Norte,12311,10366,84.19999695
2005-02-26,Norte,12311,10515,85.41000366
2005-02-27,Norte,12311,10623,86.29000092
2005-02-28,Norte,12311,10707,86.97000122
2005-03-01,Norte,12311,10753,87.33999634
2005-03-02,Norte,12311,10831,87.98000336
2005-03-03,Norte,12311,10880,88.37000275
2005-03-04,Norte,12311,10967,89.08000183
2005-03-05,Norte,12311,11065,89.87999725
2005-03-06,Norte,12311,11146,90.52999878
2005-03-07,Norte,12311,11200,90.97000122
2005-03-08,Norte,12311,11255,91.41999817
2005-03-09,Norte,12311,11288,91.69000244
2005-03-10,Norte,12311,11369,92.34999847
2005-03-11,Norte,12311,11376,92.40000153
2005-03-12,Norte,12311,11367,92.33000183
2005-03-13,Norte,12311,11388,92.5
2005-03-14,Norte,12311,11395,92.55999756
2005-03-15,Norte,12311,11433,92.87000275
2005-03-16,Norte,12311,11417,92.73999786
2005-03-17,Norte,12311,11420,92.76000214
2005-03-18,Norte,12311,11454,93.04000092
2005-03-19,Norte,12311,11506,93.45999908
2005-03-20,Norte,12311,11529,93.65000153
2005-03-21,Norte,12311,11587,94.12000275
2005-03-22,Norte,12311,11597,94.19999695
2005-03-23,Norte,12311,11602,94.23999786
2005-03-24,Norte,12311,11638,94.52999878
2005-03-25,Norte,12311,11642,94.55999756
2005-03-26,Norte,12311,11664,94.73999786
2005-03-27,Norte,12311,11688,94.94000244
2005-03-28,Norte,12311,11674,94.81999969
2005-03-29,Norte,12311,11686,94.91999817
2005-03-30,Norte,12311,11682,94.88999939
2005-03-31,Norte,12311,11694,94.98999786
2005-04-01,Norte,12311,11704,95.06999969
2005-04-02,Norte,12311,11729,95.26999664
2005-04-03,Norte,12311,11765,95.55999756
2005-04-04,Norte,12311,11763,95.55000305
2005-04-05,Norte,12311,11787,95.73999786
2005-04-06,Norte,12311,11807,95.90000153
2005-04-07,Norte,12311,11826,96.05999756
2005-04-08,Norte,12311,11816,95.98000336
2005-04-09,Norte,12311,11833,96.11000061
2005-04-10,Norte,12311,11818,95.98999786
2005-04-11,Norte,12311,11775,95.63999939
2005-04-12,Norte,12311,11749,95.43000031
2005-04-13,Norte,12311,11770,95.59999847
2005-04-14,Norte,12311,11798,95.83000183
2005-04-15,Norte,12311,11820,96.01000214
2005-04-16,Norte,12311,11849,96.23999786
2005-04-17,Norte,12311,11893,96.59999847
2005-04-18,Norte,12311,11885,96.54000092
2005-04-19,Norte,12311,11890,96.58000183
2005-04-20,Norte,12311,11960,97.15000153
2005-04-21,Norte,12311,12012,97.56999969
2005-04-22,Norte,12311,12031,97.72000122
2005-04-23,Norte,12311,12001,97.48000336
2005-04-24,Norte,12311,11964,97.18000031
2005-04-25,Norte,12311,11923,96.84999847
2005-04-26,Norte,12311,11909,96.73000336
2005-04-27,Norte,12311,11950,97.06999969
2005-04-28,Norte,12311,12027,97.69000244
2005-04-29,Norte,12311,12066,98.01000214
2005-04-30,Norte,12311,12069,98.02999878
2005-05-01,Norte,12311,12076,98.08999634
2005-05-02,Norte,12311,12088,98.19000244
2005-05-03,Norte,12311,12046,97.84999847
2005-05-04,Norte,12311,12049,97.87000275
2005-05-05,Norte,12311,12065,98
2005-05-06,Norte,12311,12065,98
2005-05-07,Norte,12311,12059,97.94999695
2005-05-08,Norte,12311,12068,98.01999664
2005-05-09,Norte,12311,12027,97.69000244
2005-05-10,Norte,12311,12018,97.62000275
2005-05-11,Norte,12311,12019,97.62999725
2005-05-12,Norte,12311,12033,97.73999786
2005-05-13,Norte,12311,12035,97.76000214
2005-05-14,Norte,12311,12008,97.54000092
2005-05-15,Norte,12311,11989,97.37999725
2005-05-16,Norte,12311,11973,97.25
2005-05-17,Norte,12311,11973,97.25
2005-05-18,Norte,12311,11979,97.30000305
2005-05-19,Norte,12311,12004,97.5
2005-05-20,Norte,12311,12007,97.52999878
2005-05-21,Norte,12311,11999,97.45999908
2005-05-22,Norte,12311,12042,97.80999756
2005-05-23,Norte,12311,12042,97.80999756
2005-05-24,Norte,12311,12018,97.62000275
2005-05-25,Norte,12311,11935,96.94000244
2005-05-26,Norte,12311,11940,96.98000336
2005-05-27,Norte,12311,11952,97.08000183
2005-05-28,Norte,12311,11949,97.05999756
2005-05-29,Norte,12311,11986,97.36000061
2005-05-30,Norte,12311,11983,97.33000183
2005-05-31,Norte,12311,12008,97.54000092
2005-06-01,Norte,12311,12013,97.58000183
2005-06-02,Norte,12311,12006,97.51999664
2005-06-03,Norte,12311,12001,97.48000336
2005-06-04,Norte,12311,12000,97.47000122
2005-06-05,Norte,12311,11990,97.38999939
2005-06-06,Norte,12311,11983,97.33000183
2005-06-07,Norte,12311,11943,97.01000214
2005-06-08,Norte,12311,11933,96.93000031
2005-06-09,Norte,12311,11888,96.55999756
2005-06-10,Norte,12311,11870,96.41999817
2005-06-11,Norte,12311,11831,96.09999847
2005-06-12,Norte,12311,11793,95.79000092
2005-06-13,Norte,12311,11748,95.41999817
2005-06-14,Norte,12311,11694,94.98999786
2005-06-15,Norte,12311,11643,94.56999969
2005-06-16,Norte,12311,11630,94.47000122
2005-06-17,Norte,12311,11617,94.36000061
2005-06-18,Norte,12311,11610,94.30000305
2005-06-19,Norte,12311,11605,94.26000214
2005-06-20,Norte,12311,11596,94.19000244
2005-06-21,Norte,12311,11574,94.01000214
2005-06-22,Norte,12311,11557,93.87000275
2005-06-23,Norte,12311,11539,93.73000336
2005-06-24,Norte,12311,11523,93.59999847
2005-06-25,Norte,12311,11510,93.48999786
2005-06-26,Norte,12311,11527,93.62999725
2005-06-27,Norte,12311,11501,93.41999817
2005-06-28,Norte,12311,11497,93.38999939
2005-06-29,Norte,12311,11479,93.23999786
2005-06-30,Norte,12311,11457,93.05999756
2005-07-01,Norte,12311,11441,92.93000031
2005-07-02,Norte,12311,11430,92.83999634
2005-07-03,Norte,12311,11415,92.72000122
2005-07-04,Norte,12311,11388,92.5
2005-07-05,Norte,12311,11358,92.26000214
2005-07-06,Norte,12311,11332,92.05000305
2005-07-07,Norte,12311,11303,91.80999756
2005-07-08,Norte,12311,11273,91.56999969
2005-07-09,Norte,12311,11254,91.41000366
2005-07-10,Norte,12311,11234,91.25
2005-07-11,Norte,12311,11211,91.05999756
2005-07-12,Norte,12311,11177,90.79000092
2005-07-13,Norte,12311,11135,90.44999695
2005-07-14,Norte,12311,11098,90.13999939
2005-07-15,Norte,12311,11063,89.86000061
2005-07-16,Norte,12311,11027,89.56999969
2005-07-17,Norte,12311,10994,89.30000305
2005-07-18,Norte,12311,10934,88.80999756
2005-07-19,Norte,12311,10888,88.44000244
2005-07-20,Norte,12311,10833,87.98999786
2005-07-21,Norte,12311,10774,87.51000214
2005-07-22,Norte,12311,10723,87.09999847
2005-07-23,Norte,12311,10680,86.75
2005-07-24,Norte,12311,10652,86.51999664
2005-07-25,Norte,12311,10610,86.18000031
2005-07-26,Norte,12311,10577,85.91000366
2005-07-27,Norte,12311,10527,85.51000214
2005-07-28,Norte,12311,10479,85.12000275
2005-07-29,Norte,12311,10431,84.73000336
2005-07-30,Norte,12311,10408,84.54000092
2005-07-31,Norte,12311,10386,84.36000061
2005-08-01,Norte,12311,10341,84
2005-08-02,Norte,12311,10284,83.52999878
2005-08-03,Norte,12311,10243,83.19999695
2005-08-04,Norte,12311,10195,82.80999756
2005-08-05,Norte,12311,10135,82.31999969
2005-08-06,Norte,12311,10088,81.94000244
2005-08-07,Norte,12311,10063,81.73999786
2005-08-08,Norte,12311,10003,81.25
2005-08-09,Norte,12311,9961,80.91000366
2005-08-10,Norte,12311,9915,80.54000092
2005-08-11,Norte,12311,9875,80.20999908
2005-08-12,Norte,12311,9828,79.83000183
2005-08-13,Norte,12311,9788,79.5
2005-08-14,Norte,12311,9749,79.19000244
2005-08-15,Norte,12311,9695,78.75
2005-08-16,Norte,12311,9648,78.37000275
2005-08-17,Norte,12311,9600,77.98000336
2005-08-18,Norte,12311,9533,77.43000031
2005-08-19,Norte,12311,9468,76.90000153
2005-08-20,Norte,12311,9435,76.63999939
2005-08-21,Norte,12311,9398,76.33999634
2005-08-22,Norte,12311,9359,76.01999664
2005-08-23,Norte,12311,9301,75.55000305
2005-08-24,Norte,12311,9217,74.87000275
2005-08-25,Norte,12311,9135,74.19999695
2005-08-26,Norte,12311,9054,73.54000092
2005-08-27,Norte,12311,8997,73.08000183
2005-08-28,Norte,12311,8957,72.75
2005-08-29,Norte,12311,8896,72.26000214
2005-08-30,Norte,12311,8821,71.65000153
2005-08-31,Norte,12311,8759,71.15000153
2005-09-01,Norte,12311,8681,70.51000214
2005-09-02,Norte,12311,8599,69.84999847
2005-09-03,Norte,12311,8550,69.44999695
2005-09-04,Norte,12311,8516,69.16999817
2005-09-05,Norte,12311,8450,68.63999939
2005-09-06,Norte,12311,8377,68.04000092
2005-09-07,Norte,12311,8325,67.62000275
2005-09-08,Norte,12311,8263,67.12000275
2005-09-09,Norte,12311,8189,66.51999664
2005-09-10,Norte,12311,8125,66
2005-09-11,Norte,12311,8085,65.66999817
2005-09-12,Norte,12311,8029,65.22000122
2005-09-13,Norte,12311,7956,64.62000275
2005-09-14,Norte,12311,7887,64.05999756
2005-09-15,Norte,12311,7830,63.59999847
2005-09-16,Norte,12311,7766,63.08000183
2005-09-17,Norte,12311,7714,62.65999985
2005-09-18,Norte,12311,7659,62.20999908
2005-09-19,Norte,12311,7596,61.70000076
2005-09-20,Norte,12311,7551,61.33000183
2005-09-21,Norte,12311,7496,60.88999939
2005-09-22,Norte,12311,7421,60.27999878
2005-09-23,Norte,12311,7365,59.81999969
2005-09-24,Norte,12311,7293,59.24000168
2005-09-25,Norte,12311,7260,58.97000122
2005-09-26,Norte,12311,7178,58.29999924
